L,epsilon,chi_mean,chi_stderr
16,-1.7,13.796792420898441,0.10887954581589677
32,-1.715,48.67696080119566,0.47672504083558853
48,-1.725,98.85379032949655,0.8208399423080507
64,-1.735,164.58581160879123,3.3444383801540223
96,-1.74,325.5071224399138,7.164011078880919
128,-1.75,566.4665743861369,22.004726035611778
256,-1.755,1762.8989407593099,96.1745488500204
