L,epsilon,chi_mean,chi_stderr
16,-1.7,13.646454532283798,0.1847308645208875
32,-1.72,50.55444739173794,1.3503028881459522
48,-1.72,94.26531263224116,2.3411446520361023
64,-1.75,172.84948604295244,12.803835704074706
96,-1.745,316.96071799888625,26.414538304390295
128,-1.75,544.1538154149671,43.325635631093284
256,-1.75,1279.597707423506,139.35140681117284
