L,epsilon,chi_mean,chi_stderr
16,-1.66,14.630361033300176,0.04915765334703705
32,-1.72,48.00436975706481,0.7747557266727626
48,-1.73,96.72644431116204,1.2063233361744576
64,-1.74,157.9066700370804,2.0544567902421473
96,-1.74,308.34341475492033,5.44159991655145
128,-1.75,508.552537815352,36.62859888863136
