L,epsilon,chi_mean,chi_stderr
16,-1.7,13.603073606872556,0.11740210637206609
32,-1.715,48.88955627799311,0.6072604436929162
48,-1.725,99.22870315239132,1.5627404507551412
64,-1.735,160.34526876016207,3.0952145874766304
96,-1.745,339.5379768368415,14.14032768181293
128,-1.75,533.644572088966,24.078511182374363
256,-1.76,1857.5181421114048,337.90577269315827
