L,epsilon,chi_mean,chi_stderr
16,-1.7,13.712531858662928,0.1398155814667515
32,-1.72,51.2758023903194,1.171787613679193
48,-1.735,96.46884075835436,4.3835885054006125
64,-1.74,169.24828202494143,7.182166891104819
96,-1.74,321.6464918104405,14.136395475037162
128,-1.745,541.3389244857121,29.56469665656394
256,-1.75,1479.6900736248062,106.4168276159964
