L,epsilon,chi_mean,chi_stderr
16,-1.66,14.59960568805846,0.03513439598038947
32,-1.71,48.501836698490024,0.2536422844023719
48,-1.73,97.17670111161408,0.743603488229698
64,-1.735,160.7511173439068,1.445860253849644
96,-1.745,330.7530460046814,6.494320276502854
128,-1.745,511.8888743245884,10.933353547157466
