L,epsilon,chi_mean,chi_stderr
16,-1.66,14.701892290023821,0.10456275965261178
32,-1.71,49.127998817484524,0.855171899720033
48,-1.73,98.20900477392408,2.7421672350256228
64,-1.74,157.09877071698497,6.364564238726105
96,-1.755,335.88392501205624,35.727577307948124
128,-1.75,555.9457843130363,31.7132109990949
256,-1.755,1140.8186842841787,125.83461796239695
